CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88304070,Rua Benjamin Franklin Pereira,lado par,São João,Itajaí,SC,4208203,50389,,
88304075,Rua Germano Rozza,,São João,Itajaí,SC,4208203,50389,,
88304100,Rua Heitor Liberato,até 924 - lado par,Centro,Itajaí,SC,4208203,50383,,
88304101,Rua Heitor Liberato,de 926 ao fim - lado par,São João,Itajaí,SC,4208203,50389,,
88304102,Servidão Pedro Coschela,,Centro,Itajaí,SC,4208203,50383,,
88304104,Praça da Bíblia,,São João,Itajaí,SC,4208203,50389,,
88304108,Travessa Nazário Tomé Linhares,,São João,Itajaí,SC,4208203,50389,,
88304110,Rua Izaura Dalago,,São João,Itajaí,SC,4208203,50389,,
88304116,Rua José Vieira,,São João,Itajaí,SC,4208203,50389,,
88304120,Rua Joaquim José de Freitas,,São João,Itajaí,SC,4208203,50389,,
88304125,Rua Jaime Sebastião Cardoso,,São João,Itajaí,SC,4208203,50389,,
88304130,Rua Dário Cesário Pereira,,São João,Itajaí,SC,4208203,50389,,
88304132,Beco Armindo Minella,,São João,Itajaí,SC,4208203,50389,,
88304135,Rua Zélia B. da Silva,,São João,Itajaí,SC,4208203,50389,,
88304140,Rua Bernardo Petter,,São João,Itajaí,SC,4208203,50389,,
88304145,Rua David Russi,,São João,Itajaí,SC,4208203,50389,,
88304150,Rua Teodoro Luiz Pereira,,São João,Itajaí,SC,4208203,50389,,
88304160,Rua Raul Heusi da Silva,,São João,Itajaí,SC,4208203,50389,,
88304200,Rua Hildebrando José da Silva,,São João,Itajaí,SC,4208203,50389,,
88304210,Travessa Waldemar Cordoni,,São João,Itajaí,SC,4208203,50389,,
88304220,Rua Conceição,,São João,Itajaí,SC,4208203,50389,,
88304225,Rua Nemesio Donato Simas,,São João,Itajaí,SC,4208203,50389,,
88304230,Rua Olindio Rodolfo de Souza,,São João,Itajaí,SC,4208203,50389,,
88304235,Servidão Laudelino dos Santos,,São João,Itajaí,SC,4208203,50389,,
88304240,Rua José Pinto do Amaral,,São João,Itajaí,SC,4208203,50389,,
88304250,Rua Menina Rosana da Silva,,São João,Itajaí,SC,4208203,50389,,
88304255,Rua Apolônia Inthur Cordeiro,,São João,Itajaí,SC,4208203,50389,,
88304260,Rua Leopoldo Hess,,São João,Itajaí,SC,4208203,50389,,
88304270,Rua Fridolim Herthal Júnior,,São João,Itajaí,SC,4208203,50389,,
88304280,Rua Laureano José de Almeida,,São João,Itajaí,SC,4208203,50389,,
88304290,Rua Aurora Tabalipa,,São João,Itajaí,SC,4208203,50389,,
88304300,Rua Indaial,de 1474 ao fim - lado par,São João,Itajaí,SC,4208203,50389,,
88304301,Rua Indaial,de 1475 ao fim - lado ímpar,São João,Itajaí,SC,4208203,50389,,
88304310,Rua Vicente Meirinho,,São João,Itajaí,SC,4208203,50389,,
88304315,Servidão Cesar Gaboardi,,São João,Itajaí,SC,4208203,50389,,
88304320,Rua Luiz Bonifácio Pinto,,São João,Itajaí,SC,4208203,50389,,
88304330,Rua Maria da Glória,,São João,Itajaí,SC,4208203,50389,,
88304331,Rua Antônio Carlos da Silva,,São João,Itajaí,SC,4208203,50389,,
88304333,Rua Theresinha Bella Cruz Jasper,,São João,Itajaí,SC,4208203,50389,,
88304340,Rua Florisbela Balbina da Silva Gonçalves,,São João,Itajaí,SC,4208203,50389,,
88304345,Rua Amauri de Souza,,São João,Itajaí,SC,4208203,50389,,
88304350,Rua Emília dos Santos,,São João,Itajaí,SC,4208203,50389,,
88304355,Rua Martha Souza da Silva,,São João,Itajaí,SC,4208203,50389,,
88304360,Rua Felipe Reiser,,São João,Itajaí,SC,4208203,50389,,
88304365,Rua Joaquim Fernandes,,São João,Itajaí,SC,4208203,50389,,
88304370,Rua Professor Mário Mello,,São João,Itajaí,SC,4208203,50389,,
88304375,Rua Paulo Euzébio de Souza,,São João,Itajaí,SC,4208203,50389,,
88304380,Rua Antônio de Borba,,São João,Itajaí,SC,4208203,50389,,
88304390,Rua Vereador Claudino José Francisco Pacheco,,São João,Itajaí,SC,4208203,50389,,
88304400,Rua José Pereira Liberato,de 1351/1352 a 1987/1988,São João,Itajaí,SC,4208203,50389,,
88304401,Rua José Pereira Liberato,de 475/476 a 1349/1350,São João,Itajaí,SC,4208203,50389,,
88304405,Servidão Francisco Pedroni,,São João,Itajaí,SC,4208203,50389,,
88304410,Rua Domingos Laureano,,São João,Itajaí,SC,4208203,50389,,
88304420,Rua Rio Araguaia,,São João,Itajaí,SC,4208203,50389,,
88304430,Rua Doutor Pedro Rangel,,São João,Itajaí,SC,4208203,50389,,
88304432,Rua Albano Eicholtz,,São João,Itajaí,SC,4208203,50389,,
88304435,Travessa Genelicio Pedro de Souza,,São João,Itajaí,SC,4208203,50389,,
88304440,Rua Rodolfo Treder,,São João,Itajaí,SC,4208203,50389,,
88304445,Rua Valdir Severino,,São João,Itajaí,SC,4208203,50389,,
88304450,Rua Antônio Ramos,,São João,Itajaí,SC,4208203,50389,,
88304460,Rua Ernesto Kobarg,,São João,Itajaí,SC,4208203,50389,,
88304470,Rua João Vechani,,São João,Itajaí,SC,4208203,50389,,
88304500,Rua Juca Cesário,,São João,Itajaí,SC,4208203,50389,,
88304510,Rua Deocrácio de Oliveira,,São João,Itajaí,SC,4208203,50389,,
88304520,Rua Osmar Nunes,,São João,Itajaí,SC,4208203,50389,,
88304530,Rua José Maria da Veiga,,São João,Itajaí,SC,4208203,50389,,
88304540,Rua Sebastião Batschauer,,São João,Itajaí,SC,4208203,50389,,
88304550,Travessa dos Açores,,São João,Itajaí,SC,4208203,50389,,
88304560,Rua João Melquíades Fernandes,,São João,Itajaí,SC,4208203,50389,,
88304900,Rua Alberto Werner 100,,Vila Operária,Itajaí,SC,4208203,50387,,
88304959,Rua Heitor Liberato 2110 Loja A,,São João,Itajaí,SC,4208203,50389,,
88304972,Rua Heitor Liberato 2110 Loja A,,São João,Itajaí,SC,4208203,50389,,
88304973,Rua Heitor Liberato 2110,,São Judas,Itajaí,SC,4208203,50386,,
88305000,Avenida Irineu Bornhausen,até 792/793,São João,Itajaí,SC,4208203,50389,,
88305001,Avenida Irineu Bornhausen,de 794/795 a 1470/1471,São João,Itajaí,SC,4208203,50389,,
88305010,Rua Pedro Antônio Fayal,,São João,Itajaí,SC,4208203,50389,,
88305020,Rua Max,,São João,Itajaí,SC,4208203,50389,,
88305030,Rua João Ladislau Tabalipa,,São João,Itajaí,SC,4208203,50389,,
88305040,Rua Austergilio Angelino,,São João,Itajaí,SC,4208203,50389,,
88305050,Rua Felício Maes,,São João,Itajaí,SC,4208203,50389,,
88305060,Rua José Quirino,,São João,Itajaí,SC,4208203,50389,,
88305064,Servidão João Joaquim da Costa,,São João,Itajaí,SC,4208203,50389,,
88305065,Rua Otto Praun,,São João,Itajaí,SC,4208203,50389,,
88305070,Rua José Cândido,,São João,Itajaí,SC,4208203,50389,,
88305075,Servidão Nilo Prazeres,,São João,Itajaí,SC,4208203,50389,,
88305080,Rua Manoel Mello,,São João,Itajaí,SC,4208203,50389,,
88305100,Rua Blumenau,até 962 - lado par,São João,Itajaí,SC,4208203,50389,,
88305101,Rua Blumenau,até 963 - lado ímpar,São João,Itajaí,SC,4208203,50389,,
88305102,Rua Blumenau,de 964 a 1500 - lado par,São João,Itajaí,SC,4208203,50389,,
88305103,Rua Blumenau,de 965 a 1499 - lado ímpar,São João,Itajaí,SC,4208203,50389,,
88305104,Rua Blumenau,de 1502 ao fim - lado par,Barra do Rio,Itajaí,SC,4208203,50390,,
88305105,Rua Blumenau,de 1501 ao fim - lado ímpar,Barra do Rio,Itajaí,SC,4208203,50390,,
88305107,Rua Antenor Fantoni,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305110,Rua Stringari,,São João,Itajaí,SC,4208203,50389,,
88305112,Rua Luiz Sebastião Amorim,,São João,Itajaí,SC,4208203,50389,,
88305120,Rua Cassilda Vargas de Azevedo,,São João,Itajaí,SC,4208203,50389,,
88305127,Rua João Antônio Azevedo,,São João,Itajaí,SC,4208203,50389,,
88305130,Rua Hélio Douat de Menezes,,São João,Itajaí,SC,4208203,50389,,
88305135,Rua José Nery dos Santos,,São João,Itajaí,SC,4208203,50389,,
88305140,Rua Eugênio José Reichert,,São João,Itajaí,SC,4208203,50389,,
88305145,Rua Francisco Czarneski,,São João,Itajaí,SC,4208203,50389,,
88305150,Rua Altino Werner,,São João,Itajaí,SC,4208203,50389,,
88305155,Rua Odair Silva da Rosa,,São João,Itajaí,SC,4208203,50389,,
88305160,Rua Manoel Zeferino Teixeira,,São João,Itajaí,SC,4208203,50389,,
88305165,Rua Lindolpho de Azevedo Coutinho,,São João,Itajaí,SC,4208203,50389,,
88305170,Rua Anizio Costa,,São João,Itajaí,SC,4208203,50389,,
88305200,Rua Hebert Kremer,,São João,Itajaí,SC,4208203,50389,,
88305210,Rua Emílio Francisco Rosa,,São João,Itajaí,SC,4208203,50389,,
88305220,Rua Jassão dos Santos,,São João,Itajaí,SC,4208203,50389,,
88305229,Rua Albino Gugelmim,lado ímpar,São João,Itajaí,SC,4208203,50389,,
88305230,Rua Albino Gugelmim,lado par,Barra do Rio,Itajaí,SC,4208203,50390,,
88305240,Rua João Honório de Miranda,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305250,Rua Tibúrcio de Freitas,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305260,Rua Doutor Carlos Paulo Pfelsticker,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305265,Rua Serafim Manoel Inácio,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305270,Rua Elizário Pereira,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305280,Rua Alfredo Conrado Moreira,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305300,Rua Alfredo Eicke,lado par,Barra do Rio,Itajaí,SC,4208203,50390,,
88305301,Rua Alfredo Eicke,lado ímpar,Barra do Rio,Itajaí,SC,4208203,50390,,
88305310,Rua Hildo Silva,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305312,Travessa Rio Juruá,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305315,Rua Leopoldo Werner,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305320,Rua Mathias Palm,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305330,Rua João Maria da Veiga,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305340,Travessa São Bento,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305350,Rua João Pinto do Amaral,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305355,Travessa Equador,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305360,Rua Expedicionário Aleixo Maba,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305365,Travessa Júlio Wippel,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305370,Rua Paraguai,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305375,Travessa Vitor Ribeiro da Luz,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305380,Rua Bolívia,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305390,Rua José Pereira Liberato,até 472/473,Barra do Rio,Itajaí,SC,4208203,50390,,
88305400,Rua David Adão Schmitt,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305405,Travessa Penha,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305410,Travessa Marcos Castellain,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305415,Travessa Bubi Kobarg,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305420,Travessa Paulo Fuck,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305425,Travessa João Bento,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305430,Travessa Nicolau Burgart,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305440,Travessa Paulo Malburg,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305450,Travessa Antônio Couto,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305460,Travessa Lisberto João Potter,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305470,Travessa João Martins,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305480,Travessa Manoel Germano Miranda,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305490,Travessa João Santana,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305495,Rua Roseli Maria Coelho,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305500,Rua Curt Hering,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305505,Praça João Ponciano,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305510,Rua Almerindo Victor de Freitas,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305520,Rua Bruno P. Reiser,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305530,Rua Luiz José Bento da Silva,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305540,Rua Henrique Dauer,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305550,Rua Antônio José Peixer,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305555,Rua Henrique Vigarani,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305560,Rua João Napoleão de Souza,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305565,Rua Manoel José de Souza,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305570,Rua Arnoldo Lopes Gonzaga,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305575,Rua Bernardino Ramos,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305580,Rua Carlos Alberto Mayer,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305585,Rua Rodrigo Fernando da Rosa,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305586,Rua Carlos Hugo da Rosa,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305587,Rua Manoel Moacir Werner,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305588,Rua Augusto de Jesus,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305589,Rua Henrique Pinotti,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305590,Rua Nelson Augusto da Silva Schiefler,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305591,Rua Newton Prado Baião,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305592,Rua Wilson Manoel da Rosa,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305593,Rua Pedro Rita dos Passos,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305594,Rua João José Dias,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305595,Rua Nair Cardoso Prateat,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305596,Rua Maria Edith Gonçalves da Rosa,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305597,Rua Osvaldir Cardoso,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305598,Rua Lacy Gonçalves de Santana,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305599,Rua Aucinéia Pereira de Souza,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305600,Rua Leodegário Pedro da Silva,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305610,Rua Alfredo Eicke Júnior,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305612,Rua Antonio José da Veiga,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305614,Rua Maria Ramos Cardozo,,Marui,Itajaí,SC,4208203,50391,,
88305615,Rua Maurício Pacheco,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305620,Rua Constantino D'Ivanenko,,Marui,Itajaí,SC,4208203,50391,,
88305630,Rua Doutor Felipe Alencastro,,Marui,Itajaí,SC,4208203,50391,,
88305640,Rua Manoel Gaya,,Marui,Itajaí,SC,4208203,50391,,
88305645,Rua Herta Thieme,,Barra do Rio,Itajaí,SC,4208203,50390,,
88305650,Rua Zacarias de Souza,,Marui,Itajaí,SC,4208203,50391,,
88305660,Rua Avelino Werner,,Marui,Itajaí,SC,4208203,50391,,
88305670,Rua Pedro Teixeira de Mello,,Marui,Itajaí,SC,4208203,50391,,
88305680,Travessa Cambé,,Marui,Itajaí,SC,4208203,50391,,
88305690,Travessa Júlio Brodebercker,,Marui,Itajaí,SC,4208203,50391,,
88306000,Avenida Osvaldo Reis,até 1108 - lado par,Fazendinha,Itajaí,SC,4208203,50392,,
88306001,Avenida Osvaldo Reis,até 1107 - lado ímpar,Fazendinha,Itajaí,SC,4208203,50392,,
88306002,Avenida Osvaldo Reis,de 1109 a 1701 - lado ímpar,Fazendinha,Itajaí,SC,4208203,50392,,
88306003,Avenida Osvaldo Reis,de 1110 a 1650 - lado par,Fazendinha,Itajaí,SC,4208203,50392,,
88306018,Rua Osvaldo Bertemes,,Fazendinha,Itajaí,SC,4208203,50392,,
88306020,Rua Abel Adriano da Silva,,Fazendinha,Itajaí,SC,4208203,50392,,
88306021,Rua Guido Dutra Rosa,,Fazendinha,Itajaí,SC,4208203,50392,,
88306023,Rua Lila Heusi,,Fazendinha,Itajaí,SC,4208203,50392,,
88306024,Rua José Carlos Câmara Bastos,,Fazendinha,Itajaí,SC,4208203,50392,,
88306025,Rua Vereador Milton Ribeiro da Luz,,Fazendinha,Itajaí,SC,4208203,50392,,
88306030,Rua Afonso Orsi,,Fazendinha,Itajaí,SC,4208203,50392,,
88306035,Rua Manoel Anastácio Paulo,,Fazendinha,Itajaí,SC,4208203,50392,,
88306040,Rua Conceição Dionizio Gabriel,,Fazendinha,Itajaí,SC,4208203,50392,,
88306050,Rua Anastácio José Paulo,,Fazendinha,Itajaí,SC,4208203,50392,,
88306055,Rua Pedro Luiz da Silva,,Fazendinha,Itajaí,SC,4208203,50392,,
88306060,Rua José Estevão Pacheco,,Fazendinha,Itajaí,SC,4208203,50392,,
88306080,Rua Pedro Salles dos Santos,,Fazendinha,Itajaí,SC,4208203,50392,,
88306100,Rua Professora Olindina Francisca da Silva,,Fazendinha,Itajaí,SC,4208203,50392,,
88306110,Rua Professora Clotilde Ramos Chaves,,Fazendinha,Itajaí,SC,4208203,50392,,
88306120,Rua João Johanny Alcântara,,Fazendinha,Itajaí,SC,4208203,50392,,
88306130,Rua Jorge Fernandes,,Fazendinha,Itajaí,SC,4208203,50392,,
88306140,Rua Leonardo Tetto,,Fazendinha,Itajaí,SC,4208203,50392,,
88306150,Rua Osni Mello,,Fazendinha,Itajaí,SC,4208203,50392,,
88306155,Rua Artur Torquato Batista,,Fazendinha,Itajaí,SC,4208203,50392,,
88306160,Rua João Hipólito Gonçalves,,Fazendinha,Itajaí,SC,4208203,50392,,
88306170,Rua José Agripino Corbeta,,Fazendinha,Itajaí,SC,4208203,50392,,
88306180,Rua Maria Sedrez,,Fazendinha,Itajaí,SC,4208203,50392,,
88306190,Rua Luiz Beduschi,,Fazendinha,Itajaí,SC,4208203,50392,,
88306195,Rua José Correia,,Fazendinha,Itajaí,SC,4208203,50392,,
88306200,Rua Ernestina Lapa de Macedo,,Fazendinha,Itajaí,SC,4208203,50392,,
88306210,Rua Alcides Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306212,Rua João Luiz Coelho,,Fazendinha,Itajaí,SC,4208203,50392,,
88306220,Rua Donato Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306221,Rua Hudo Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306230,Rua João Antônio de Oliveira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306235,Rua Alzira de Oliveira Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306240,Rua Venezuela,,Fazendinha,Itajaí,SC,4208203,50392,,
88306245,Rua Antônio Valenza,,Fazendinha,Itajaí,SC,4208203,50392,,
88306250,Rua Oswaldo Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306253,Rua Lair Paulo,,Fazendinha,Itajaí,SC,4208203,50392,,
88306254,Rua Henrique Sarmento Vieira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306255,Rua Professora Inésia Novelletto,,Fazendinha,Itajaí,SC,4208203,50392,,
88306257,Rua Lauro Anastácio Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306265,Rua Nelson João da Cunha,,Fazendinha,Itajaí,SC,4208203,50392,,
88306310,Alameda Ernesto Schneider,,Fazenda,Itajaí,SC,4208203,50384,,
88306315,Rua Santa Beatriz,,Fazenda,Itajaí,SC,4208203,50384,,
88306318,Caminho de Xinxiang,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306320,Rua Antônio Rocha de Andrade,,Fazenda,Itajaí,SC,4208203,50384,,
88306330,Rua Antônio Bonanomi,,Fazenda,Itajaí,SC,4208203,50384,,
88306335,Rua Leopoldo Ternes,,Fazenda,Itajaí,SC,4208203,50384,,
88306340,Rua Sebastião João dos Santos,,Fazenda,Itajaí,SC,4208203,50384,,
88306345,Rua Joaquim Luiz,,Fazenda,Itajaí,SC,4208203,50384,,
88306350,Rua Gumercindo Rocha,,Fazenda,Itajaí,SC,4208203,50384,,
88306400,Rua Juvêncio Tavares do Amaral,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306402,Rua Marcus Gustavo Heusi,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306403,Rua Deputado Francisco Evaristo Canziani,até 698/699,Cabeçudas,Itajaí,SC,4208203,50393,,
88306404,Rua Deputado Francisco Evaristo Canziani,de 700/701 a 1738/1739,Cabeçudas,Itajaí,SC,4208203,50393,,
88306405,Rua Deputado Francisco Evaristo Canziani,de 1740/1741 ao fim,Cabeçudas,Itajaí,SC,4208203,50393,,
88306410,Rua Augusto Luiz Voigt,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306415,Rua Daniel Veiga Cugnier,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306420,Rua Geremias Caldeira,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306422,Rua Hilda Teixeira Zaguini,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306430,Rua Floriano Peixoto,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306440,Rua Otto Renaux,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306445,Rua Irene da Silva Pickering,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306450,Rua Quintino Bocaiúva,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306460,Rua Cônsul Carlos Renaux,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306470,Rua João Manoel da Silva,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306472,Rua Genésio João Teixeira,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306479,Rua Tereza Francisca Pereira,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306480,Rua João Bauer Júnior,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306481,Rua Tereza Francisca Pereira,,Fazendinha,Itajaí,SC,4208203,50392,,
88306482,Rua Aurora Cabral dos Santos,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306483,Rua José Pedro Teixeira,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306485,Rua Elyzabeth Baron,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306490,Rua Samuel Heusi Júnior,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306492,Praça Coronel Marcos Konder,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306495,Rua Maria Flora Caldeira,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306500,Rua Benjamin Constant,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306505,Servidão Antônio Belmiro Furtado,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306510,Rua José Menescau do Monte,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306520,Rua Paulo Herbst,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306525,Rua Engenheiro João da Rocha Mello,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306540,Rua Eloy Cordeiros,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306545,Rua Arnoldo Pollhein,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306549,Rua Vereador Herminio Gervásio,até 178/179,Cabeçudas,Itajaí,SC,4208203,50393,,
88306550,Rua Paulo Irineu Werner,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306600,Avenida Osvaldo Reis,de 1652 a 2750 - lado par,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306601,Avenida Osvaldo Reis,de 1703 a 2751 - lado ímpar,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306610,Rua Jornalista Roberto Mello de Farias,,Cabeçudas,Itajaí,SC,4208203,50393,,
88306660,Rua Vereadora Marilda Ultramari Gau,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306662,Rua Dona Ney Vianna Zaguini,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306664,Rua Maria Furtado Cabral,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306666,Rua Vereador Nabor Russi,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306668,Rua Walter Ferreira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306691,Rua Jordina de Lima,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306692,Rua Argemiro Mendonça,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306693,Rua Jovita Rodrigues Machado,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306694,Rua Valério Zermiani,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306695,Rua Belarmino Manoel Leite,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306700,Rua Luci Canziani,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306705,Rua Laura dos Santos Laurindo,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306707,Rua Inácio Rogério Kuster Nunes,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306710,Rua Leonel Miguel dos Santos,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306725,Rua Cabo-Polícia Militar Antônio Rudolf,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306726,Servidão Benedita Prata Alves,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306729,Rua Odinei Linhares,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306730,Rua Braúlio Werner,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306740,Rua José Tomaz da Rocha,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306742,Rua Julia Buazir Atanazio,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306744,Rua Bruno França,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306745,Rua Margarida Bernardina Nicolau,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306750,Rua Dinamarca,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306760,Rua Joel José Ferreira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306763,Rua das Perobas,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306765,Rua Maurino Vieira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306767,Rua João José Rodrigues,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306770,Rua Theodoro Lino Martins,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306772,Avenida Osvaldo Reis,de 2752 ao fim - lado par,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306773,Avenida Osvaldo Reis,de 2753 ao fim - lado ímpar,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306775,Rua Valdir Martins,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306780,Rua Aririba,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
