CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88119311,Rua Luiz Manduca,,Potecas,São José,SC,4216602,50292,,
88119314,Rua Rosa Isabel Medeiros,,Potecas,São José,SC,4216602,50292,,
88119317,Rua Manga Larga,,Potecas,São José,SC,4216602,50292,,
88119320,Rua Tabelião Quintino da Silva Furtado,,Potecas,São José,SC,4216602,50292,,
88119321,Rua Hamilton de Lima,,Potecas,São José,SC,4216602,50292,,
88119323,Rua Luiz Paulo Vieira,,Potecas,São José,SC,4216602,50292,,
88119326,Rua Professora Orlandina Olívia da Silva,,Potecas,São José,SC,4216602,50292,,
88119329,Rua Almiro Francisco Ramos Filho,,Potecas,São José,SC,4216602,50292,,
88119332,Rua Onestino Francisco da Silva,,Potecas,São José,SC,4216602,50292,,
88119338,Rua Izidoro Veríssimo,,Potecas,São José,SC,4216602,50292,,
88119341,Servidão Otávio Natividade Veríssimo,,Potecas,São José,SC,4216602,50292,,
88119344,Rua João José Martins,,Potecas,São José,SC,4216602,50292,,
88119350,Rua Acelino Pereira,,Potecas,São José,SC,4216602,50292,,
88119366,Rua José Pioner,,Potecas,São José,SC,4216602,50292,,
88119367,Rua Elvira Ruschel Fett,,Potecas,São José,SC,4216602,50292,,
88119368,Rua Helmuth Fett,,Potecas,São José,SC,4216602,50292,,
88119369,Rua Deputado Agostinho Mignoni,,Potecas,São José,SC,4216602,50292,,
88119370,Servidão João Sebastião da Silva,,Potecas,São José,SC,4216602,50292,,
88119372,Rua Camboatá,,Potecas,São José,SC,4216602,50292,,
88119374,Rua Guamirim,,Potecas,São José,SC,4216602,50292,,
88119375,Rua João Florentino de Oliveira,,Potecas,São José,SC,4216602,50292,,
88119376,Rua José Francisco Junkes,,Potecas,São José,SC,4216602,50292,,
88119378,Rua Catiguá,,Potecas,São José,SC,4216602,50292,,
88119400,Rua Tanheiro,,Potecas,São José,SC,4216602,50292,,
88119410,Rua Guaraparim,,Potecas,São José,SC,4216602,50292,,
88119414,Rua Jacatirão,,Potecas,São José,SC,4216602,50292,,
88119416,Rua Ipê Amarelo,,Potecas,São José,SC,4216602,50292,,
88119418,Rua Guarapuvu,,Potecas,São José,SC,4216602,50292,,
88119420,Rua Jerivá,,Potecas,São José,SC,4216602,50292,,
88119422,Rua Caroba,,Potecas,São José,SC,4216602,50292,,
88119424,Rua Araucária,,Potecas,São José,SC,4216602,50292,,
88119426,Rua Ipê Rosa,,Potecas,São José,SC,4216602,50292,,
88119428,Rua Ipê Verde,,Potecas,São José,SC,4216602,50292,,
88119430,Rua Catléia,,Potecas,São José,SC,4216602,50292,,
88119432,Rua Cauassú,,Potecas,São José,SC,4216602,50292,,
88119434,Rua Algodoeiro,,Potecas,São José,SC,4216602,50292,,
88119436,Rua Uvaia,,Potecas,São José,SC,4216602,50292,,
88119438,Rua Indaiá,,Potecas,São José,SC,4216602,50292,,
88119440,Rua Angelim Rosa,,Potecas,São José,SC,4216602,50292,,
88119442,Rua Eritrina,,Potecas,São José,SC,4216602,50292,,
88119444,Rua Licurana,,Potecas,São José,SC,4216602,50292,,
88119446,Rua José Manoel da Silva,,Potecas,São José,SC,4216602,50292,,
88119470,Rua Avelino Elesbão Mafra,,Potecas,São José,SC,4216602,50292,,
88119472,Rua das Oliveiras,,Potecas,São José,SC,4216602,50292,,
88119474,Rua das Pitangas,,Potecas,São José,SC,4216602,50292,,
88119476,Rua do Pau-Brasil,,Potecas,São José,SC,4216602,50292,,
88119478,Rua das Adálias,,Potecas,São José,SC,4216602,50292,,
88119480,Rua das Arueiras,,Potecas,São José,SC,4216602,50292,,
88119482,Rua dos Araças,,Potecas,São José,SC,4216602,50292,,
88119484,Rua do Arco-Íris,,Potecas,São José,SC,4216602,50292,,
88119486,Rua da Arara Azul,,Potecas,São José,SC,4216602,50292,,
88121810,Rua Vidal Vicente Andrade,,Sertão do Maruim,São José,SC,4216602,50305,,
88121820,Rua Joci Alcides dos Santos,,Sertão do Maruim,São José,SC,4216602,50305,,
88121824,Rua Suely Dias dos Santos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122001,Rodovia SC-281,de 3002/3003 a 5999/6000,Sertão do Maruim,São José,SC,4216602,50305,,
88122003,Rua dos Pirilampos,(Loteamento Portal da Colina),Sertão do Maruim,São José,SC,4216602,50305,,
88122004,Rua Vanderlei de Oliveira,(Loteamento Portal da Colina),Sertão do Maruim,São José,SC,4216602,50305,,
88122006,Rua Araponga,,Sertão do Maruim,São José,SC,4216602,50305,,
88122007,Rua Acauã,,Sertão do Maruim,São José,SC,4216602,50305,,
88122008,Rua Arara,,Sertão do Maruim,São José,SC,4216602,50305,,
88122010,Rua Francisco Antônio da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122013,Rua Antônio José de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122014,Rua Antônio Nagib Medeiros,,Sertão do Maruim,São José,SC,4216602,50305,,
88122016,Rua Delgísia Maria de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122018,Rua Luiz José de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122019,Rua Maria Antonia Duarte de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122020,Servidão José Caetano Duarte,,Sertão do Maruim,São José,SC,4216602,50305,,
88122022,Rua Anacleto Busato,,Sertão do Maruim,São José,SC,4216602,50305,,
88122024,Rua João Cirino de Oliveira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122026,Rua Airto Antônio Fabrício,,Sertão do Maruim,São José,SC,4216602,50305,,
88122028,Rua C,,Sertão do Maruim,São José,SC,4216602,50305,,
88122029,Rua Rainilda Maria Meneghelli,,Sertão do Maruim,São José,SC,4216602,50305,,
88122030,Rua Jorge José Zimmermann,,Sertão do Maruim,São José,SC,4216602,50305,,
88122031,Rua Maria Ferreira Zimmermann,,Sertão do Maruim,São José,SC,4216602,50305,,
88122033,Rua Jorge José da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122034,Avenida Dalva da Silva Wiese,,Sertão do Maruim,São José,SC,4216602,50305,,
88122035,Rua Walter José Correia,,Sertão do Maruim,São José,SC,4216602,50305,,
88122039,Rua José Fernando Wiese,,Sertão do Maruim,São José,SC,4216602,50305,,
88122040,Avenida Celso Joaquim da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122041,Rua Lealdino Meinchen,,Sertão do Maruim,São José,SC,4216602,50305,,
88122042,Rua A,(Lot Figueira Velha),Sertão do Maruim,São José,SC,4216602,50305,,
88122043,Rua F,(Lot Figueira Velha),Sertão do Maruim,São José,SC,4216602,50305,,
88122044,Rua B,(Lot Figueira Velha),Sertão do Maruim,São José,SC,4216602,50305,,
88122045,Rua Governador Ivo Silveira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122046,Rua José Benedito Petry,,Sertão do Maruim,São José,SC,4216602,50305,,
88122047,Rua Maria Madalena Kremer Wiese,,Sertão do Maruim,São José,SC,4216602,50305,,
88122048,Rua Rosilda Machado Rotta,,Sertão do Maruim,São José,SC,4216602,50305,,
88122049,Rua Rodney Brasil Machado,,Sertão do Maruim,São José,SC,4216602,50305,,
88122050,Servidão Arcinoé Francisca da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122051,Rua Paulo Artur Broering,,Sertão do Maruim,São José,SC,4216602,50305,,
88122060,Servidão Alacídio Antônio Martins,,Sertão do Maruim,São José,SC,4216602,50305,,
88122075,Rua Lino Luiz da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122077,Rua Julieta Henriqueta da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122079,Rua Alcindino Lino da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122080,Rua Rosa B de Jesus,,Sertão do Maruim,São José,SC,4216602,50305,,
88122090,Rua Luzia A H Vilpert,,Sertão do Maruim,São José,SC,4216602,50305,,
88122100,Rua Maria da Silva Bach,,Sertão do Maruim,São José,SC,4216602,50305,,
88122110,Rua Cristina Maria Zimmermann,,Sertão do Maruim,São José,SC,4216602,50305,,
88122120,Rua Lourival Barth,,Sertão do Maruim,São José,SC,4216602,50305,,
88122130,Rua Lino Pedro da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122135,Rua Celso José Kuerten,,Sertão do Maruim,São José,SC,4216602,50305,,
88122140,Rua Paulo Koester,,Sertão do Maruim,São José,SC,4216602,50305,,
88122150,Rua Valtelino Leal Demétrio,,Sertão do Maruim,São José,SC,4216602,50305,,
88122155,Rua Herminio Ender,(Loteamento Santos Dumont),Sertão do Maruim,São José,SC,4216602,50305,,
88122160,Rua José Ângelo Kirchner,,Sertão do Maruim,São José,SC,4216602,50305,,
88122170,Rua Adilson Antônio Hames,,Sertão do Maruim,São José,SC,4216602,50305,,
88122200,Rua José Mathias Zimmermann,,Sertão do Maruim,São José,SC,4216602,50305,,
88122202,Rua Ari Lentz dos Santos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122220,Rua Lauri Otávio Martins,,Sertão do Maruim,São José,SC,4216602,50305,,
88122242,Servidão Maria Mônica de Souza Silveira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122244,Servidão Thomaz Fernandes de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122246,Servidão Maria Caetana Leite,,Sertão do Maruim,São José,SC,4216602,50305,,
88122250,Rua Espírito Santo,,Sertão do Maruim,São José,SC,4216602,50305,,
88122270,Rua Ari João Hinckel,,Sertão do Maruim,São José,SC,4216602,50305,,
88122400,Rua Mathias Schell,,Sertão do Maruim,São José,SC,4216602,50305,,
88122403,Rua Carlos Hüller,,Sertão do Maruim,São José,SC,4216602,50305,,
88122410,Rua José Teodoro Matos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122411,Rua Pedro Zeno dos Passos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122420,Rua Julieta Paulina Vieira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122422,Rua Reinoldo Schmitz,,Sertão do Maruim,São José,SC,4216602,50305,,
88122425,Rua Antônio Maria Silveira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122430,Servidão Walmir Freiberg,,Sertão do Maruim,São José,SC,4216602,50305,,
88122435,Rua José Martins Neto,,Sertão do Maruim,São José,SC,4216602,50305,,
88122440,Rua Jordelino Augusto da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122450,Avenida Vereador Aldo Antônio de Souza,,Sertão do Maruim,São José,SC,4216602,50305,,
88122454,Rua Santilia Maria Marques Matos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122456,Rua Fridolino Bruch,,Sertão do Maruim,São José,SC,4216602,50305,,
88122458,Rua João Paulo Ferreira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122459,Rua Zilma Oliveira da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122460,Rua Bento Mário dos Santos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122462,Rua João Harold Bertelli,,Sertão do Maruim,São José,SC,4216602,50305,,
88122464,Rua Amantino José Ferreira,,Sertão do Maruim,São José,SC,4216602,50305,,
88122466,Rua Doutor Antônio Santaella,,Sertão do Maruim,São José,SC,4216602,50305,,
88122468,Rua Doutor Ivan Bastos,,Sertão do Maruim,São José,SC,4216602,50305,,
88122476,Rua Irmã Herminia Butzge,,Sertão do Maruim,São José,SC,4216602,50305,,
88122479,Rua Irmã Anastácia Besen,,Sertão do Maruim,São José,SC,4216602,50305,,
88122482,Rua Doutor José Augusto de Mello Saraiva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122484,Rua Irmã Gemma Meglia Gonsatti,,Sertão do Maruim,São José,SC,4216602,50305,,
88122486,Rua Ironi Maria Kremer Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122488,Rua Irmã Mônica Petry,,Sertão do Maruim,São José,SC,4216602,50305,,
88122490,Servidão Pedro Schmitt,,Sertão do Maruim,São José,SC,4216602,50305,,
88122500,Rua José Estevão da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122505,Travessa Manoel José Martins,,Sertão do Maruim,São José,SC,4216602,50305,,
88122515,Servidão Pedro Manoel da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88122520,Servidão Manoel Francisco Lopes,,Sertão do Maruim,São José,SC,4216602,50305,,
88122550,Rua Camilo Francisco da Silva,,Sertão do Maruim,São José,SC,4216602,50305,,
88123001,Rodovia SC-281,de 6001/6002 ao fim,Colônia Santana,São José,SC,4216602,50306,,
88123010,Rua Anita Koerich,,Colônia Santana,São José,SC,4216602,50306,,
88123012,Rua Antônio José Maria,,Colônia Santana,São José,SC,4216602,50306,,
88123015,Servidão João Manoel Porto,,Colônia Santana,São José,SC,4216602,50306,,
88123020,Rua Luiz Carolino Pereira,,Colônia Santana,São José,SC,4216602,50306,,
88123022,Servidão Adelino Roque Silveira,,Colônia Santana,São José,SC,4216602,50306,,
88123025,Rua Almiro José Rosa,,Colônia Santana,São José,SC,4216602,50306,,
88123026,Servidão Antonio João da Silva,,Colônia Santana,São José,SC,4216602,50306,,
88123028,Rua Francisco Pereira da Silva,,Colônia Santana,São José,SC,4216602,50306,,
88123030,Servidão Maria José Mello Hammes,,Colônia Santana,São José,SC,4216602,50306,,
88123035,Servidão Paulo Andrade,,Colônia Santana,São José,SC,4216602,50306,,
88123040,Rua Ivo José de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123050,Rua Lorival Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123052,Servidão Alcides Antônio Martins,,Colônia Santana,São José,SC,4216602,50306,,
88123055,Servidão Alzibio de Oliveira Duarte,,Colônia Santana,São José,SC,4216602,50306,,
88123060,Rua Doutor Eurico Rauen,,Colônia Santana,São José,SC,4216602,50306,,
88123062,Servidão Belmiro Vicente Martins,,Colônia Santana,São José,SC,4216602,50306,,
88123064,Servidão Ireno João da Silva,,Colônia Santana,São José,SC,4216602,50306,,
88123068,Rua Angélica Will Vieira,,Colônia Santana,São José,SC,4216602,50306,,
88123070,Rua Alacídio de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123078,Rua Irineu Ernesto Koerich,,Colônia Santana,São José,SC,4216602,50306,,
88123080,Rua Francisco A. Rios,,Colônia Santana,São José,SC,4216602,50306,,
88123082,Travessa Eloi Jacinto do Nascimento,,Colônia Santana,São José,SC,4216602,50306,,
88123090,Rua Cecília S. Piai,,Colônia Santana,São José,SC,4216602,50306,,
88123095,Servidão Luiz Carlos da Silva,,Colônia Santana,São José,SC,4216602,50306,,
88123096,Travessa Maria Bernadete Constante,,Colônia Santana,São José,SC,4216602,50306,,
88123100,Rua Zita Althoff Koerich,,Colônia Santana,São José,SC,4216602,50306,,
88123102,Rua Adulina da Silva Schutz,,Colônia Santana,São José,SC,4216602,50306,,
88123110,Rua Urbano Agostinho,,Colônia Santana,São José,SC,4216602,50306,,
88123120,Rua Romalino Cunha,,Colônia Santana,São José,SC,4216602,50306,,
88123130,Travessa Célio Agostinho,,Colônia Santana,São José,SC,4216602,50306,,
88123140,Rua Paulo S. Fernandes,,Colônia Santana,São José,SC,4216602,50306,,
88123150,Rua Adelino Joaquim dos Santos,,Colônia Santana,São José,SC,4216602,50306,,
88123160,Rua João Adelino Ventura,,Colônia Santana,São José,SC,4216602,50306,,
88123170,Rua Osmar Conceição,,Colônia Santana,São José,SC,4216602,50306,,
88123175,Servidão Orlando Norberto Machado,,Colônia Santana,São José,SC,4216602,50306,,
88123180,Rua Santina S. Miranda,,Colônia Santana,São José,SC,4216602,50306,,
88123185,Servidão Emílio do Nascimento,,Colônia Santana,São José,SC,4216602,50306,,
88123188,Rua Lauro Manoel de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123189,Servidão Gentilio Roberto Bernardo,,Colônia Santana,São José,SC,4216602,50306,,
88123190,Rua Walter Becker,,Colônia Santana,São José,SC,4216602,50306,,
88123192,Servidão Pedro Lídio de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123220,Servidão Antônio Manoel de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123300,Avenida Engelberto Koerich,,Colônia Santana,São José,SC,4216602,50306,,
88123330,Servidão Elvira Pereira Coelho,,Colônia Santana,São José,SC,4216602,50306,,
88123340,Servidão Ivan Erasmo do Amaral,,Colônia Santana,São José,SC,4216602,50306,,
88123341,Rua Dagoberto Vitorio Silveira,,Colônia Santana,São José,SC,4216602,50306,,
88123343,Servidão Laurentino João de Souza,,Colônia Santana,São José,SC,4216602,50306,,
88123344,Servidão Justino José da Silva,,Colônia Santana,São José,SC,4216602,50306,,
88123345,Rua Alzemiro Agostinho Coelho,,Colônia Santana,São José,SC,4216602,50306,,
88123350,Rua Humberto Kremer,,Colônia Santana,São José,SC,4216602,50306,,
88123355,Rua Leopoldo Klein,,Colônia Santana,São José,SC,4216602,50306,,
88123460,Servidão Bernardo Martins,,Colônia Santana,São José,SC,4216602,50306,,
88123470,Servidão Vitorino Schveitzer,,Colônia Santana,São José,SC,4216602,50306,,
88123899,Área Rural,,Área Rural de São José,São José,SC,4216602,50307,,
88123970,Rua Ivo José de Souza 36,,Colônia Santana,São José,SC,4216602,50306,,
88125000,,,,São Pedro de Alcântara,SC,4217253,57477,,
88125900,Rua Geral Santa Teresa,s/n,Santa Teresa,São Pedro de Alcântara,SC,4217253,50308,,
88125959,Praça Leopoldo Francisco Kretzer 61,,Centro,São Pedro de Alcântara,SC,4217253,50309,,
88125971,Praça Leopoldo Francisco Kretzer 61,,Centro,São Pedro de Alcântara,SC,4217253,50309,,
88130005,Rua Caetano Silveira de Matos,,Centro,Palhoça,SC,4211900,50310,,
88130010,Rua Vilma Ramos de Souza,,Centro,Palhoça,SC,4211900,50310,,
88130015,Praça Quinze de Novembro,,Centro,Palhoça,SC,4211900,50310,,
88130017,Servidão Valmira de Oliveira de Souza,,Centro,Palhoça,SC,4211900,50310,,
88130020,Rua Rokuro Assahina,,Centro,Palhoça,SC,4211900,50310,,
88130025,Rua José Higino Martins,,Centro,Palhoça,SC,4211900,50310,,
88130030,Rua João Olavo de Souza,,Centro,Palhoça,SC,4211900,50310,,
88130033,Rua Ataíde Pereira dos Anjos,,Ponte do Imaruim,Palhoça,SC,4211900,50311,,
88130035,Rua Vereador Edo Lucchi,,Ponte do Imaruim,Palhoça,SC,4211900,50311,,
88130036,Rua Vereadora Vilma Schmitt Luchi,,Ponte do Imaruim,Palhoça,SC,4211900,50311,,
88130040,Rua Tenente Francisco Lehmkhul,,Centro,Palhoça,SC,4211900,50310,,
88130043,Servidão Rainildes Fhilippi Berkenbrock,,Centro,Palhoça,SC,4211900,50310,,
88130045,Rua Germano Berkembroch,,Centro,Palhoça,SC,4211900,50310,,
88130050,Rodovia BR-101,"do km 213,101 ao km 215,999 - lado",Centro,Palhoça,SC,4211900,50310,,
88130055,Rua Governador José Boabaid,,Centro,Palhoça,SC,4211900,50310,,
88130060,Rua Bernardino Jacob May,,Centro,Palhoça,SC,4211900,50310,,
88130065,Rua Capitão Pedro Egydio Hoffmann,,Centro,Palhoça,SC,4211900,50310,,
88130070,Rua Prefeito Ari Wagner,,Centro,Palhoça,SC,4211900,50310,,
88130075,Rua Professora Evanda Sueli Jutel Machado,,Centro,Palhoça,SC,4211900,50310,,
88130080,Rua José Ferreira de Souza,,Centro,Palhoça,SC,4211900,50310,,
88130085,Servidão Pedro Cantalício Vidal,,Centro,Palhoça,SC,4211900,50310,,
88130090,Servidão Augusto Haeming,,Centro,Palhoça,SC,4211900,50310,,
88130095,Servidão Pedro Campolino Vidal,,Centro,Palhoça,SC,4211900,50310,,
88130100,Avenida Barão do Rio Branco,lado par,Centro,Palhoça,SC,4211900,50310,,
88130101,Avenida Barão do Rio Branco,lado ímpar,Centro,Palhoça,SC,4211900,50310,,
88130110,Rua João Pedro Martins,,Centro,Palhoça,SC,4211900,50310,,
88130120,Servidão Alfonço Boeng,,Centro,Palhoça,SC,4211900,50310,,
88130130,Rua Mário Neves de Oliveira,,Centro,Palhoça,SC,4211900,50310,,
88130150,Servidão João Dário de Souza,,Centro,Palhoça,SC,4211900,50310,,
